title,pubDate,link
"""Impossible de joindre les deux bouts"" : en grève, les psychologues dénoncent leur précarisation","Thu, 10 Jun 2021 18:00:01 CEST",https://www.marianne.net/societe/sante/impossible-de-joindre-les-deux-bouts-en-greve-les-psychologues-denoncent-leur-precarisation#utm_source=RSS-MARIANNE&utm_medium=Flux-Rss&utm_campaign=RSS_general
Gifle à Emmanuel Macron : l'auteur condamné à quatre mois de prison ferme avec mandat de dépôt,"Thu, 10 Jun 2021 17:40:29 CEST",https://www.marianne.net/societe/police-et-justice/lauteur-de-la-gifle-a-emmanuel-macron-condamne-a-quatre-mois-de-prison-ferme#utm_source=RSS-MARIANNE&utm_medium=Flux-Rss&utm_campaign=RSS_general
Les États-Unis donnent 500 millions de vaccins : « une générosité calculée »,"Thu, 10 Jun 2021 17:36:11 CEST",https://www.marianne.net/monde/geopolitique/les-etats-unis-donnent-500-millions-de-vaccins-une-generosite-calculee#utm_source=RSS-MARIANNE&utm_medium=Flux-Rss&utm_campaign=RSS_general
"Emmanuel Macron giflé : ""Extension du domaine de la transgression""","Thu, 10 Jun 2021 16:19:25 CEST",https://www.marianne.net/agora/tribunes-libres/emmanuel-macron-gifle-extension-du-domaine-de-la-transgression#utm_source=RSS-MARIANNE&utm_medium=Flux-Rss&utm_campaign=RSS_general
Dons de sang : l’Établissement français du sang tire la sonnette d’alarme avant l’été,"Thu, 10 Jun 2021 17:48:41 +0200",https://www.lavoixdunord.fr/1024139/article/2021-06-10/dons-de-sang-l-etablissement-francais-du-sang-tire-l-alarme-avant-l-ete
La Voix vous répond : est-il vrai que le RN peut gagner les élections régionales ?,"Fri, 11 Jun 2021 10:53:33 +0200",https://www.lavoixdunord.fr/1024678/article/2021-06-11/la-voix-vous-repond-est-il-vrai-que-le-rn-peut-gagner-les-elections-regionales
La liste des brocantes du week-end des 12 et 13 juin dans le Nord et le Pas-de-Calais,"Thu, 10 Jun 2021 11:17:01 +0200",https://www.lavoixdunord.fr/1023902/article/2021-06-10/les-brocantes-des-12-et-13-juin-dans-le-nord-et-le-pas-de-calais
DIRECT. Covid-19: y a-t-il trop de doses ou moins de candidats à la vaccination?,"Fri, 11 Jun 2021 06:30:50 +0200",https://www.lavoixdunord.fr/1024627/article/2021-06-11/direct-covid-19-30-des-europeens-ont-recu-une-premiere-injection-insuffisant
Saint-Quentin: l’homme qui s’était immolé par le feu est décédé,"Fri, 11 Jun 2021 13:03:15 +0200",https://www.lavoixdunord.fr/1024740/article/2021-06-11/saint-quentin-l-homme-qui-s-etait-immole-par-le-feu-est-decede
"Lille: dénoncée par les réseaux sociaux, une adolescente de 14 ans violemment frappée par son frère","Fri, 11 Jun 2021 11:39:39 +0200",https://www.lavoixdunord.fr/1024699/article/2021-06-11/lille-denoncee-par-les-reseaux-sociaux-une-adolescente-de-14-ans-violemment
"Un camp démantelé dans le centre-ville de Calais, 48 migrants emmenés dans des bus","Fri, 11 Jun 2021 08:50:05 +0200",https://www.lavoixdunord.fr/1024636/article/2021-06-11/un-nouveau-camp-de-migrants-demanteles-dans-le-centre-ville-de-calais
"À Petite-Forêt, les parents d’une autiste désemparés devant les choix de l’ARS","Thu, 10 Jun 2021 16:21:01 +0200",https://www.lavoixdunord.fr/1024067/article/2021-06-10/petite-foret-les-parents-d-une-autiste-desempares-devant-les-choix-de-l-ars
"Emmanuel Macron giflé : «J’ai flippé», qui est ce Lillois qui a diffusé la vidéo sur Twitter?","Thu, 10 Jun 2021 19:22:15 +0200",https://www.lavoixdunord.fr/1024206/article/2021-06-10/emmanuel-macron-gifle-j-ai-flippe-qui-est-ce-lillois-qui-diffuse-la-video-sur
"Au Touquet, l’Aqualud sur le point d’être vendu","Thu, 10 Jun 2021 12:48:30 +0200",https://www.lavoixdunord.fr/1023957/article/2021-06-10/au-touquet-l-aqualud-serait-sur-le-point-d-etre-vendu
Métropole lilloise: d’importantes perturbations sur le réseau des bus Ilévia ce vendredi,"Fri, 11 Jun 2021 10:48:23 +0200",https://www.lavoixdunord.fr/1024676/article/2021-06-11/lille-d-importantes-perturbations-sur-le-reseau-des-bus-ilevia-ce-vendredi
"Maubeuge : un motard tué dans un accident, un chauffard en fuite","Fri, 11 Jun 2021 07:26:55 +0200",https://www.lavoixdunord.fr/1024628/article/2021-06-11/maubeuge-un-motard-perd-la-vie-la-route-de-mons-coupee-la-circulation
Régionales et départementales: sept questions pour tout comprendre aux élections,"Fri, 11 Jun 2021 10:32:26 +0200",https://www.lavoixdunord.fr/1024665/article/2021-06-11/regionales-et-departementales-sept-questions-pour-tout-comprendre-aux-elections
Croix d’Anzin: le féminicide aurait-il pu être évité grâce à ce numéro méconnu?,"Thu, 10 Jun 2021 17:37:13 +0200",https://www.lavoixdunord.fr/1024132/article/2021-06-10/croix-d-anzin-le-feminicide-aurait-il-pu-etre-evite-grace-ce-numero-meconnu
Anzin: un enfant grièvement blessé après une chute de plusieurs mètres,"Thu, 10 Jun 2021 23:47:06 +0200",https://www.lavoixdunord.fr/1024247/article/2021-06-10/anzin-un-enfant-grievement-blesse-apres-avoir-traverse-le-toit-des-ateliers
Hesdin L’Abbé: le directeur financier de la Charlotte avait détourné près d’un million d’euros,"Thu, 10 Jun 2021 20:44:50 +0200",https://www.lavoixdunord.fr/1024239/article/2021-06-10/hesdin-l-abbe-le-directeur-financier-de-la-charlotte-avait-detourne-pres-d-un
Séries Mania Lille: la série «Trauma» reçoit le prix Vidocq 2020,"Thu, 10 Jun 2021 19:25:21 +0200",https://www.lavoixdunord.fr/1024211/article/2021-06-10/series-mania-lille-la-serie-trauma-recoit-le-prix-vidocq-2020
"Villeneuve-d’Ascq: une résidence étudiante de Cité Scientifique réhabilitée, la rentrée s’annonce tendue","Thu, 10 Jun 2021 19:24:49 +0200",https://www.lavoixdunord.fr/1024209/article/2021-06-10/villeneuve-d-ascq-la-cite-scientifique-se-debarrasse-de-sa-derniere-verrue
Météo : un week-end estival avant le retour probable des orages,"Thu, 10 Jun 2021 16:17:08 +0200",https://www.lavoixdunord.fr/1024065/article/2021-06-10/meteo-un-week-end-estival-avant-le-retour-probable-des-orages
Panne des numéros d’urgence: Orange publie ce vendredi les résultats de son enquête interne,"Fri, 11 Jun 2021 08:02:54 +0200",https://www.lavoixdunord.fr/1024631/article/2021-06-11/panne-des-numeros-d-urgence-orange-publie-ce-vendredi-les-resultats-de-son
